Subject,Entries,Gender,Year,Level
Mathematics,979.0,Female,2007,Advanced_Higher
Biology,1281.0,Female,2007,Advanced_Higher
Chemistry,930.0,Female,2007,Advanced_Higher
Physics,287.0,Female,2007,Advanced_Higher
Classical Studies,30.0,Female,2007,Advanced_Higher
Economics,16.0,Female,2007,Advanced_Higher
Geography,457.0,Female,2007,Advanced_Higher
History,513.0,Female,2007,Advanced_Higher
Modern Studies,443.0,Female,2007,Advanced_Higher
Philosophy,3.0,Female,2007,Advanced_Higher
"Religious, Moral and Philosophical Studies",96.0,Female,2007,Advanced_Higher
Sociology,4.0,Female,2007,Advanced_Higher
Administration,10.0,Female,2007,Advanced_Higher
Business Management,116.0,Female,2007,Advanced_Higher
Computing,49.0,Female,2007,Advanced_Higher
Graphic Communication,146.0,Female,2007,Advanced_Higher
Home Economics: Health and Food Technology,24.0,Female,2007,Advanced_Higher
Information Systems,27.0,Female,2007,Advanced_Higher
Product Design,40.0,Female,2007,Advanced_Higher
Technological Studies,6.0,Female,2007,Advanced_Higher
Art and Design Enquiry: Design,429.0,Female,2007,Advanced_Higher
Art and Design Enquiry: Expressive,543.0,Female,2007,Advanced_Higher
Art and Design: Research and Appreciation,21.0,Female,2007,Advanced_Higher
Drama,223.0,Female,2007,Advanced_Higher
Media Studies,4.0,Female,2007,Advanced_Higher
Music,662.0,Female,2007,Advanced_Higher
Physical Education,28.0,Female,2007,Advanced_Higher
Cantonese,1.0,Male,2010,Advanced_Higher
Classical Greek,0.0,Male,2010,Advanced_Higher
English,594.0,Male,2010,Advanced_Higher
French,182.0,Male,2010,Advanced_Higher
Gaelic (Learners),2.0,Male,2010,Advanced_Higher
Gàidhlig,7.0,Male,2010,Advanced_Higher
German,53.0,Male,2010,Advanced_Higher
Italian,10.0,Male,2010,Advanced_Higher
Latin,22.0,Male,2010,Advanced_Higher
Mandarin (Simplified),0.0,Male,2010,Advanced_Higher
Spanish,61.0,Male,2010,Advanced_Higher
Applied Mathematics,179.0,Male,2010,Advanced_Higher
Accounting,30.0,Male,2010,Advanced_Higher
Mathematics,1805.0,Male,2010,Advanced_Higher
Biology,754.0,Male,2010,Advanced_Higher
Chemistry,1151.0,Male,2010,Advanced_Higher
Physics,1330.0,Male,2010,Advanced_Higher
Classical Studies,28.0,Male,2010,Advanced_Higher
Economics,54.0,Male,2010,Advanced_Higher
Geography,391.0,Male,2010,Advanced_Higher
History,527.0,Male,2010,Advanced_Higher
Modern Studies,211.0,Male,2010,Advanced_Higher
"Religious, Moral and Philosophical Studies",90.0,Male,2010,Advanced_Higher
Administration,0.0,Male,2010,Advanced_Higher
Business Management,81.0,Male,2010,Advanced_Higher
Computing,344.0,Male,2010,Advanced_Higher
Graphic Communication,572.0,Male,2010,Advanced_Higher
Home Economics: Health and Food Technology,2.0,Male,2010,Advanced_Higher
Information Systems,38.0,Male,2010,Advanced_Higher
Product Design,33.0,Male,2010,Advanced_Higher
Technological Studies,88.0,Male,2010,Advanced_Higher
Art and Design: Design,149.0,Male,2010,Advanced_Higher
Art and Design: Expressive,198.0,Male,2010,Advanced_Higher
Drama,114.0,Male,2010,Advanced_Higher
Media Studies,3.0,Male,2010,Advanced_Higher
Music,591.0,Male,2010,Advanced_Higher
Physical Education,64.0,Male,2010,Advanced_Higher
Cantonese,0.0,Female,2010,Advanced_Higher
Classical Greek,1.0,Female,2010,Advanced_Higher
English,1244.0,Female,2010,Advanced_Higher
French,520.0,Female,2010,Advanced_Higher
Gaelic (Learners),13.0,Female,2010,Advanced_Higher
Gàidhlig,18.0,Female,2010,Advanced_Higher
German,108.0,Female,2010,Advanced_Higher
Italian,24.0,Female,2010,Advanced_Higher
Latin,23.0,Female,2010,Advanced_Higher
Mandarin (Simplified),2.0,Female,2010,Advanced_Higher
Spanish,186.0,Female,2010,Advanced_Higher
Applied Mathematics,84.0,Female,2010,Advanced_Higher
Accounting,20.0,Female,2010,Advanced_Higher
Mathematics,1131.0,Female,2010,Advanced_Higher
Biology,1423.0,Female,2010,Advanced_Higher
Chemistry,1075.0,Female,2010,Advanced_Higher
Physics,406.0,Female,2010,Advanced_Higher
Classical Studies,32.0,Female,2010,Advanced_Higher
Economics,22.0,Female,2010,Advanced_Higher
Geography,482.0,Female,2010,Advanced_Higher
History,666.0,Female,2010,Advanced_Higher
Modern Studies,477.0,Female,2010,Advanced_Higher
"Religious, Moral and Philosophical Studies",153.0,Female,2010,Advanced_Higher
Administration,12.0,Female,2010,Advanced_Higher
Business Management,143.0,Female,2010,Advanced_Higher
Computing,70.0,Female,2010,Advanced_Higher
Graphic Communication,226.0,Female,2010,Advanced_Higher
Home Economics: Health and Food Technology,32.0,Female,2010,Advanced_Higher
Information Systems,13.0,Female,2010,Advanced_Higher
Product Design,39.0,Female,2010,Advanced_Higher
Technological Studies,2.0,Female,2010,Advanced_Higher
Art and Design: Design,555.0,Female,2010,Advanced_Higher
Art and Design: Expressive,703.0,Female,2010,Advanced_Higher
Drama,262.0,Female,2010,Advanced_Higher
Media Studies,3.0,Female,2010,Advanced_Higher
Music,614.0,Female,2010,Advanced_Higher
Physical Education,42.0,Female,2010,Advanced_Higher
Classical Greek,1.0,Male,2011,Advanced_Higher
English,555.0,Male,2011,Advanced_Higher
French,155.0,Male,2011,Advanced_Higher
Gaelic (Learners),5.0,Male,2011,Advanced_Higher
Gàidhlig,4.0,Male,2011,Advanced_Higher
German,43.0,Male,2011,Advanced_Higher
Italian,11.0,Male,2011,Advanced_Higher
Latin,16.0,Male,2011,Advanced_Higher
Mandarin (Simplified),8.0,Male,2011,Advanced_Higher
Mandarin (Traditional),0.0,Male,2011,Advanced_Higher
Spanish,50.0,Male,2011,Advanced_Higher
Accounting,18.0,Male,2011,Advanced_Higher
Applied Mathematics,199.0,Male,2011,Advanced_Higher
Mathematics,1895.0,Male,2011,Advanced_Higher
Biology,853.0,Male,2011,Advanced_Higher
Chemistry,1272.0,Male,2011,Advanced_Higher
Physics,1420.0,Male,2011,Advanced_Higher
Classical Studies,25.0,Male,2011,Advanced_Higher
Economics,56.0,Male,2011,Advanced_Higher
Geography,350.0,Male,2011,Advanced_Higher
History,537.0,Male,2011,Advanced_Higher
Modern Studies,279.0,Male,2011,Advanced_Higher
"Religious, Moral and Philosophical Studies",85.0,Male,2011,Advanced_Higher
Administration,4.0,Male,2011,Advanced_Higher
Business Management,74.0,Male,2011,Advanced_Higher
Computing,381.0,Male,2011,Advanced_Higher
Graphic Communication,600.0,Male,2011,Advanced_Higher
Home Economics: Health and Food Technology,3.0,Male,2011,Advanced_Higher
Information Systems,46.0,Male,2011,Advanced_Higher
Product Design,60.0,Male,2011,Advanced_Higher
Technological Studies,80.0,Male,2011,Advanced_Higher
Art and Design: Design,128.0,Male,2011,Advanced_Higher
Art and Design: Expressive,188.0,Male,2011,Advanced_Higher
Drama,88.0,Male,2011,Advanced_Higher
Media Studies,1.0,Male,2011,Advanced_Higher
Music,646.0,Male,2011,Advanced_Higher
Physical Education,62.0,Male,2011,Advanced_Higher
Classical Greek,0.0,Female,2011,Advanced_Higher
English,1306.0,Female,2011,Advanced_Higher
French,536.0,Female,2011,Advanced_Higher
Gaelic (Learners),13.0,Female,2011,Advanced_Higher
Gàidhlig,14.0,Female,2011,Advanced_Higher
German,117.0,Female,2011,Advanced_Higher
Italian,23.0,Female,2011,Advanced_Higher
Latin,27.0,Female,2011,Advanced_Higher
Mandarin (Simplified),6.0,Female,2011,Advanced_Higher
Mandarin (Traditional),1.0,Female,2011,Advanced_Higher
Spanish,182.0,Female,2011,Advanced_Higher
Accounting,21.0,Female,2011,Advanced_Higher
Applied Mathematics,80.0,Female,2011,Advanced_Higher
Mathematics,1203.0,Female,2011,Advanced_Higher
Biology,1435.0,Female,2011,Advanced_Higher
Chemistry,1200.0,Female,2011,Advanced_Higher
Physics,337.0,Female,2011,Advanced_Higher
Classical Studies,41.0,Female,2011,Advanced_Higher
Economics,18.0,Female,2011,Advanced_Higher
Geography,468.0,Female,2011,Advanced_Higher
History,667.0,Female,2011,Advanced_Higher
Modern Studies,522.0,Female,2011,Advanced_Higher
"Religious, Moral and Philosophical Studies",181.0,Female,2011,Advanced_Higher
Administration,13.0,Female,2011,Advanced_Higher
Business Management,123.0,Female,2011,Advanced_Higher
Computing,80.0,Female,2011,Advanced_Higher
Graphic Communication,303.0,Female,2011,Advanced_Higher
Home Economics: Health and Food Technology,30.0,Female,2011,Advanced_Higher
Information Systems,7.0,Female,2011,Advanced_Higher
Product Design,51.0,Female,2011,Advanced_Higher
Technological Studies,1.0,Female,2011,Advanced_Higher
Art and Design: Design,533.0,Female,2011,Advanced_Higher
Art and Design: Expressive,751.0,Female,2011,Advanced_Higher
Drama,239.0,Female,2011,Advanced_Higher
Media Studies,1.0,Female,2011,Advanced_Higher
Music,653.0,Female,2011,Advanced_Higher
Physical Education,50.0,Female,2011,Advanced_Higher
Chinese Languages,4.0,Male,2012,Advanced_Higher
Classical Greek,1.0,Male,2012,Advanced_Higher
English,528.0,Male,2012,Advanced_Higher
French,155.0,Male,2012,Advanced_Higher
Gaelic (Learners),6.0,Male,2012,Advanced_Higher
Gàidhlig,9.0,Male,2012,Advanced_Higher
German,37.0,Male,2012,Advanced_Higher
Italian,6.0,Male,2012,Advanced_Higher
Latin,11.0,Male,2012,Advanced_Higher
Spanish,53.0,Male,2012,Advanced_Higher
Accounting,28.0,Male,2012,Advanced_Higher
Applied Mathematics,249.0,Male,2012,Advanced_Higher
Mathematics,2024.0,Male,2012,Advanced_Higher
Biology,842.0,Male,2012,Advanced_Higher
Chemistry,1271.0,Male,2012,Advanced_Higher
Physics,1521.0,Male,2012,Advanced_Higher
Classical Studies,33.0,Male,2012,Advanced_Higher
Economics,64.0,Male,2012,Advanced_Higher
Geography,338.0,Male,2012,Advanced_Higher
History,535.0,Male,2012,Advanced_Higher
Modern Studies,260.0,Male,2012,Advanced_Higher
"Religious, Moral and Philosophical Studies",81.0,Male,2012,Advanced_Higher
Business Management,63.0,Male,2012,Advanced_Higher
Computing,395.0,Male,2012,Advanced_Higher
Graphic Communication,715.0,Male,2012,Advanced_Higher
Home Economics: Health and Food Technology,2.0,Male,2012,Advanced_Higher
Information Systems,39.0,Male,2012,Advanced_Higher
Product Design,43.0,Male,2012,Advanced_Higher
Technological Studies,86.0,Male,2012,Advanced_Higher
Art and Design: Design,101.0,Male,2012,Advanced_Higher
Art and Design: Expressive,134.0,Male,2012,Advanced_Higher
Drama,79.0,Male,2012,Advanced_Higher
Music,601.0,Male,2012,Advanced_Higher
Physical Education,74.0,Male,2012,Advanced_Higher
Chinese Languages,3.0,Female,2012,Advanced_Higher
Classical Greek,2.0,Female,2012,Advanced_Higher
English,1166.0,Female,2012,Advanced_Higher
French,491.0,Female,2012,Advanced_Higher
Gaelic (Learners),16.0,Female,2012,Advanced_Higher
Gàidhlig,25.0,Female,2012,Advanced_Higher
German,90.0,Female,2012,Advanced_Higher
Italian,24.0,Female,2012,Advanced_Higher
Latin,15.0,Female,2012,Advanced_Higher
Spanish,187.0,Female,2012,Advanced_Higher
Accounting,13.0,Female,2012,Advanced_Higher
Applied Mathematics,92.0,Female,2012,Advanced_Higher
Mathematics,1215.0,Female,2012,Advanced_Higher
Biology,1575.0,Female,2012,Advanced_Higher
Chemistry,1225.0,Female,2012,Advanced_Higher
Physics,396.0,Female,2012,Advanced_Higher
Classical Studies,49.0,Female,2012,Advanced_Higher
Economics,17.0,Female,2012,Advanced_Higher
Geography,462.0,Female,2012,Advanced_Higher
History,703.0,Female,2012,Advanced_Higher
Modern Studies,519.0,Female,2012,Advanced_Higher
"Religious, Moral and Philosophical Studies",187.0,Female,2012,Advanced_Higher
Business Management,109.0,Female,2012,Advanced_Higher
Computing,65.0,Female,2012,Advanced_Higher
Graphic Communication,296.0,Female,2012,Advanced_Higher
Home Economics: Health and Food Technology,33.0,Female,2012,Advanced_Higher
Information Systems,8.0,Female,2012,Advanced_Higher
Product Design,56.0,Female,2012,Advanced_Higher
Technological Studies,5.0,Female,2012,Advanced_Higher
Art and Design: Design,489.0,Female,2012,Advanced_Higher
Art and Design: Expressive,697.0,Female,2012,Advanced_Higher
Drama,229.0,Female,2012,Advanced_Higher
Music,699.0,Female,2012,Advanced_Higher
Physical Education,47.0,Female,2012,Advanced_Higher
Chinese Languages,9.0,Male,2013,Advanced_Higher
English,559.0,Male,2013,Advanced_Higher
French,159.0,Male,2013,Advanced_Higher
Gaelic (Learners),2.0,Male,2013,Advanced_Higher
Gàidhlig,4.0,Male,2013,Advanced_Higher
German,50.0,Male,2013,Advanced_Higher
Italian,3.0,Male,2013,Advanced_Higher
Latin,12.0,Male,2013,Advanced_Higher
Spanish,57.0,Male,2013,Advanced_Higher
Accounting,24.0,Male,2013,Advanced_Higher
Applied Mathematics,257.0,Male,2013,Advanced_Higher
Mathematics,2060.0,Male,2013,Advanced_Higher
Biology,830.0,Male,2013,Advanced_Higher
Biology (Revised),4.0,Male,2013,Advanced_Higher
Chemistry,1324.0,Male,2013,Advanced_Higher
Chemistry (Revised),62.0,Male,2013,Advanced_Higher
Physics,1454.0,Male,2013,Advanced_Higher
Physics (Revised),55.0,Male,2013,Advanced_Higher
Classical Studies,11.0,Male,2013,Advanced_Higher
Economics,64.0,Male,2013,Advanced_Higher
Geography,333.0,Male,2013,Advanced_Higher
History,472.0,Male,2013,Advanced_Higher
Modern Studies,268.0,Male,2013,Advanced_Higher
"Religious, Moral and Philosophical Studies",66.0,Male,2013,Advanced_Higher
Business Management,82.0,Male,2013,Advanced_Higher
Computing,373.0,Male,2013,Advanced_Higher
Graphic Communication,633.0,Male,2013,Advanced_Higher
Home Economics: Health and Food Technology,4.0,Male,2013,Advanced_Higher
Information Systems,32.0,Male,2013,Advanced_Higher
Product Design,45.0,Male,2013,Advanced_Higher
Technological Studies,49.0,Male,2013,Advanced_Higher
Art and Design: Design,114.0,Male,2013,Advanced_Higher
Art and Design: Expressive,166.0,Male,2013,Advanced_Higher
Drama,94.0,Male,2013,Advanced_Higher
Music,712.0,Male,2013,Advanced_Higher
Physical Education,98.0,Male,2013,Advanced_Higher
Chinese Languages,14.0,Female,2013,Advanced_Higher
English,1184.0,Female,2013,Advanced_Higher
French,514.0,Female,2013,Advanced_Higher
Gaelic (Learners),19.0,Female,2013,Advanced_Higher
Gàidhlig,15.0,Female,2013,Advanced_Higher
German,88.0,Female,2013,Advanced_Higher
Italian,21.0,Female,2013,Advanced_Higher
Latin,36.0,Female,2013,Advanced_Higher
Spanish,191.0,Female,2013,Advanced_Higher
Accounting,21.0,Female,2013,Advanced_Higher
Applied Mathematics,104.0,Female,2013,Advanced_Higher
Mathematics,1254.0,Female,2013,Advanced_Higher
Biology,1628.0,Female,2013,Advanced_Higher
Biology (Revised),8.0,Female,2013,Advanced_Higher
Chemistry,1221.0,Female,2013,Advanced_Higher
Chemistry (Revised),49.0,Female,2013,Advanced_Higher
Physics,413.0,Female,2013,Advanced_Higher
Physics (Revised),7.0,Female,2013,Advanced_Higher
Classical Studies,35.0,Female,2013,Advanced_Higher
Economics,17.0,Female,2013,Advanced_Higher
Geography,474.0,Female,2013,Advanced_Higher
History,736.0,Female,2013,Advanced_Higher
Modern Studies,565.0,Female,2013,Advanced_Higher
"Religious, Moral and Philosophical Studies",182.0,Female,2013,Advanced_Higher
Business Management,108.0,Female,2013,Advanced_Higher
Computing,62.0,Female,2013,Advanced_Higher
Graphic Communication,317.0,Female,2013,Advanced_Higher
Home Economics: Health and Food Technology,32.0,Female,2013,Advanced_Higher
Information Systems,17.0,Female,2013,Advanced_Higher
Product Design,33.0,Female,2013,Advanced_Higher
Technological Studies,7.0,Female,2013,Advanced_Higher
Art and Design: Design,483.0,Female,2013,Advanced_Higher
Art and Design: Expressive,731.0,Female,2013,Advanced_Higher
Drama,218.0,Female,2013,Advanced_Higher
Music,728.0,Female,2013,Advanced_Higher
Physical Education,46.0,Female,2013,Advanced_Higher
Classical Greek,,Male,2000,CSYS
English,504.0,Male,2000,CSYS
French,83.0,Male,2000,CSYS
Gaidhlig,5.0,Male,2000,CSYS
German,30.0,Male,2000,CSYS
Italian,3.0,Male,2000,CSYS
Latin,11.0,Male,2000,CSYS
Spanish,14.0,Male,2000,CSYS
Accounting and Finance,11.0,Male,2000,CSYS
Mathematics I,1500.0,Male,2000,CSYS
Mathematics II,133.0,Male,2000,CSYS
Mathematics III,217.0,Male,2000,CSYS
Mathematics IV,32.0,Male,2000,CSYS
Mathematics V,125.0,Male,2000,CSYS
Biology,381.0,Male,2000,CSYS
Chemistry,749.0,Male,2000,CSYS
Physics,862.0,Male,2000,CSYS
Classical Studies,7.0,Male,2000,CSYS
Economics,35.0,Male,2000,CSYS
Geography,216.0,Male,2000,CSYS
History,278.0,Male,2000,CSYS
Modern Studies,146.0,Male,2000,CSYS
Religious Studies,2.0,Male,2000,CSYS
Computing Studies,268.0,Male,2000,CSYS
Technological Studies,23.0,Male,2000,CSYS
Art and Design (Enquiry),293.0,Male,2000,CSYS
Art and Design (Research and Appreciation),9.0,Male,2000,CSYS
Music,183.0,Male,2000,CSYS
Classical Greek,1.0,Female,2000,CSYS
English,1106.0,Female,2000,CSYS
French,327.0,Female,2000,CSYS
Gaidhlig,11.0,Female,2000,CSYS
German,118.0,Female,2000,CSYS
Italian,7.0,Female,2000,CSYS
Latin,24.0,Female,2000,CSYS
Spanish,64.0,Female,2000,CSYS
Accounting and Finance,8.0,Female,2000,CSYS
Mathematics I,921.0,Female,2000,CSYS
Mathematics II,61.0,Female,2000,CSYS
Mathematics III,188.0,Female,2000,CSYS
Mathematics IV,18.0,Female,2000,CSYS
Mathematics V,26.0,Female,2000,CSYS
Biology,876.0,Female,2000,CSYS
Chemistry,811.0,Female,2000,CSYS
Physics,243.0,Female,2000,CSYS
Classical Studies,5.0,Female,2000,CSYS
Economics,17.0,Female,2000,CSYS
Geography,253.0,Female,2000,CSYS
History,360.0,Female,2000,CSYS
Modern Studies,294.0,Female,2000,CSYS
Religious Studies,15.0,Female,2000,CSYS
Computing Studies,33.0,Female,2000,CSYS
Technological Studies,1.0,Female,2000,CSYS
Art and Design (Enquiry),721.0,Female,2000,CSYS
Art and Design (Research and Appreciation),34.0,Female,2000,CSYS
Music,342.0,Female,2000,CSYS
Classical Greek,4.0,Male,2000,Standard_Grade
English,29648.0,Male,2000,Standard_Grade
English - Alternative Communication,3.0,Male,2000,Standard_Grade
English - Spoken,7.0,Male,2000,Standard_Grade
French,18205.0,Male,2000,Standard_Grade
Gaidhlig,51.0,Male,2000,Standard_Grade
Gaelic (Learners),160.0,Male,2000,Standard_Grade
German,7673.0,Male,2000,Standard_Grade
Italian,375.0,Male,2000,Standard_Grade
Latin,392.0,Male,2000,Standard_Grade
Russian,5.0,Male,2000,Standard_Grade
Spanish,1181.0,Male,2000,Standard_Grade
Urdu,57.0,Male,2000,Standard_Grade
Accounting and Finance,1885.0,Male,2000,Standard_Grade
Mathematics,30005.0,Male,2000,Standard_Grade
Biology,6488.0,Male,2000,Standard_Grade
Chemistry,11268.0,Male,2000,Standard_Grade
Physics,13376.0,Male,2000,Standard_Grade
Science,8513.0,Male,2000,Standard_Grade
Classical Studies,127.0,Male,2000,Standard_Grade
Contemporary Social Studies,221.0,Male,2000,Standard_Grade
Economics,565.0,Male,2000,Standard_Grade
Geography,12607.0,Male,2000,Standard_Grade
History,9951.0,Male,2000,Standard_Grade
Modern Studies,5366.0,Male,2000,Standard_Grade
Religious Studies,319.0,Male,2000,Standard_Grade
Social and Vocational Skills,1547.0,Male,2000,Standard_Grade
Business Management,1302.0,Male,2000,Standard_Grade
Computing Studies,12647.0,Male,2000,Standard_Grade
Craft and Design,10865.0,Male,2000,Standard_Grade
Graphic Communication,5423.0,Male,2000,Standard_Grade
Home Economics,2246.0,Male,2000,Standard_Grade
Office and Information Studies,3001.0,Male,2000,Standard_Grade
Technological Studies,2961.0,Male,2000,Standard_Grade
Art and Design,8136.0,Male,2000,Standard_Grade
Drama,1581.0,Male,2000,Standard_Grade
Music,3891.0,Male,2000,Standard_Grade
Physical Education,12130.0,Male,2000,Standard_Grade
French (Writing)*,7914.0,Male,2000,Standard_Grade
Gaelic (Learners) (Writing)*,41.0,Male,2000,Standard_Grade
German (Writing)*,3745.0,Male,2000,Standard_Grade
Italian (Writing)*,177.0,Male,2000,Standard_Grade
Russian (Writing)*,4.0,Male,2000,Standard_Grade
Spanish (Writing)*,677.0,Male,2000,Standard_Grade
Urdu (Writing)*,30.0,Male,2000,Standard_Grade
Classical Greek,9.0,Female,2000,Standard_Grade
English,29929.0,Female,2000,Standard_Grade
English - Alternative Communication,3.0,Female,2000,Standard_Grade
English - Spoken,,Female,2000,Standard_Grade
French,20157.0,Female,2000,Standard_Grade
Gaidhlig,66.0,Female,2000,Standard_Grade
Gaelic (Learners),206.0,Female,2000,Standard_Grade
German,8172.0,Female,2000,Standard_Grade
Italian,477.0,Female,2000,Standard_Grade
Latin,432.0,Female,2000,Standard_Grade
Russian,2.0,Female,2000,Standard_Grade
Spanish,1730.0,Female,2000,Standard_Grade
Urdu,96.0,Female,2000,Standard_Grade
Accounting and Finance,2340.0,Female,2000,Standard_Grade
Mathematics,30144.0,Female,2000,Standard_Grade
Biology,16124.0,Female,2000,Standard_Grade
Chemistry,12007.0,Female,2000,Standard_Grade
Physics,5908.0,Female,2000,Standard_Grade
Science,6877.0,Female,2000,Standard_Grade
Classical Studies,144.0,Female,2000,Standard_Grade
Contemporary Social Studies,142.0,Female,2000,Standard_Grade
Economics,388.0,Female,2000,Standard_Grade
Geography,9391.0,Female,2000,Standard_Grade
History,11436.0,Female,2000,Standard_Grade
Modern Studies,7804.0,Female,2000,Standard_Grade
Religious Studies,862.0,Female,2000,Standard_Grade
Social and Vocational Skills,1816.0,Female,2000,Standard_Grade
Business Management,1497.0,Female,2000,Standard_Grade
Computing Studies,7488.0,Female,2000,Standard_Grade
Craft and Design,3167.0,Female,2000,Standard_Grade
Graphic Communication,2373.0,Female,2000,Standard_Grade
Home Economics,7502.0,Female,2000,Standard_Grade
Office and Information Studies,12369.0,Female,2000,Standard_Grade
Technological Studies,250.0,Female,2000,Standard_Grade
Art and Design,12511.0,Female,2000,Standard_Grade
Drama,3110.0,Female,2000,Standard_Grade
Music,6410.0,Female,2000,Standard_Grade
Physical Education,5044.0,Female,2000,Standard_Grade
French (Writing)*,12312.0,Female,2000,Standard_Grade
Gaelic (Learners) (Writing)*,105.0,Female,2000,Standard_Grade
German (Writing)*,5300.0,Female,2000,Standard_Grade
Italian (Writing)*,305.0,Female,2000,Standard_Grade
Russian (Writing)*,2.0,Female,2000,Standard_Grade
Spanish (Writing)*,1268.0,Female,2000,Standard_Grade
Urdu (Writing)*,64.0,Female,2000,Standard_Grade
Classical Greek,2.0,Male,2001,Standard_Grade
English,30363.0,Male,2001,Standard_Grade
English - Alternative Communication,4.0,Male,2001,Standard_Grade
English - Spoken,8.0,Male,2001,Standard_Grade
French,18752.0,Male,2001,Standard_Grade
Gàidhlig,72.0,Male,2001,Standard_Grade
Gaelic (Learners),145.0,Male,2001,Standard_Grade
German,7752.0,Male,2001,Standard_Grade
Italian,290.0,Male,2001,Standard_Grade
Latin,335.0,Male,2001,Standard_Grade
Russian,4.0,Male,2001,Standard_Grade
Spanish,1154.0,Male,2001,Standard_Grade
Urdu,83.0,Male,2001,Standard_Grade
Accounting and Finance,1898.0,Male,2001,Standard_Grade
Mathematics,30148.0,Male,2001,Standard_Grade
Biology,6688.0,Male,2001,Standard_Grade
Chemistry,11479.0,Male,2001,Standard_Grade
Physics,13631.0,Male,2001,Standard_Grade
Science,8604.0,Male,2001,Standard_Grade
Classical Studies,132.0,Male,2001,Standard_Grade
Contemporary Social Studies,183.0,Male,2001,Standard_Grade
Economics,481.0,Male,2001,Standard_Grade
Geography,13182.0,Male,2001,Standard_Grade
History,10107.0,Male,2001,Standard_Grade
Modern Studies,5919.0,Male,2001,Standard_Grade
Religious Studies,436.0,Male,2001,Standard_Grade
Social and Vocational Skills,1689.0,Male,2001,Standard_Grade
Administration,1934.0,Male,2001,Standard_Grade
Business Management,2050.0,Male,2001,Standard_Grade
Computing Studies,13389.0,Male,2001,Standard_Grade
Craft and Design,11715.0,Male,2001,Standard_Grade
Graphic Communication,6161.0,Male,2001,Standard_Grade
Home Economics,2114.0,Male,2001,Standard_Grade
Office and Information Studies,1414.0,Male,2001,Standard_Grade
Technological Studies,2587.0,Male,2001,Standard_Grade
Art and Design,8308.0,Male,2001,Standard_Grade
Drama,1721.0,Male,2001,Standard_Grade
Music,3728.0,Male,2001,Standard_Grade
Physical Education,12579.0,Male,2001,Standard_Grade
French (Writing)*,8313.0,Male,2001,Standard_Grade
Gaelic (Learners) (Writing)*,43.0,Male,2001,Standard_Grade
German (Writing)*,3964.0,Male,2001,Standard_Grade
Italian (Writing)*,144.0,Male,2001,Standard_Grade
Russian (Writing)*,4.0,Male,2001,Standard_Grade
Spanish (Writing)*,573.0,Male,2001,Standard_Grade
Urdu (Writing)*,48.0,Male,2001,Standard_Grade
Classical Greek,7.0,Female,2001,Standard_Grade
English,29727.0,Female,2001,Standard_Grade
English - Alternative Communication,7.0,Female,2001,Standard_Grade
English - Spoken,1.0,Female,2001,Standard_Grade
French,19984.0,Female,2001,Standard_Grade
Gàidhlig,61.0,Female,2001,Standard_Grade
Gaelic (Learners),240.0,Female,2001,Standard_Grade
German,7996.0,Female,2001,Standard_Grade
Italian,507.0,Female,2001,Standard_Grade
Latin,496.0,Female,2001,Standard_Grade
Russian,6.0,Female,2001,Standard_Grade
Spanish,1692.0,Female,2001,Standard_Grade
Urdu,91.0,Female,2001,Standard_Grade
Accounting and Finance,2105.0,Female,2001,Standard_Grade
Mathematics,29449.0,Female,2001,Standard_Grade
Biology,16361.0,Female,2001,Standard_Grade
Chemistry,11758.0,Female,2001,Standard_Grade
Physics,5641.0,Female,2001,Standard_Grade
Science,6736.0,Female,2001,Standard_Grade
Classical Studies,118.0,Female,2001,Standard_Grade
Contemporary Social Studies,124.0,Female,2001,Standard_Grade
Economics,291.0,Female,2001,Standard_Grade
Geography,9221.0,Female,2001,Standard_Grade
History,11409.0,Female,2001,Standard_Grade
Modern Studies,8253.0,Female,2001,Standard_Grade
Religious Studies,919.0,Female,2001,Standard_Grade
Social and Vocational Skills,1816.0,Female,2001,Standard_Grade
Administration,6837.0,Female,2001,Standard_Grade
Business Management,2307.0,Female,2001,Standard_Grade
Computing Studies,7678.0,Female,2001,Standard_Grade
Craft and Design,3433.0,Female,2001,Standard_Grade
Graphic Communication,2619.0,Female,2001,Standard_Grade
Home Economics,7470.0,Female,2001,Standard_Grade
Office and Information Studies,5028.0,Female,2001,Standard_Grade
Technological Studies,152.0,Female,2001,Standard_Grade
Art and Design,12719.0,Female,2001,Standard_Grade
Drama,3212.0,Female,2001,Standard_Grade
Music,6506.0,Female,2001,Standard_Grade
Physical Education,5219.0,Female,2001,Standard_Grade
French (Writing)*,12478.0,Female,2001,Standard_Grade
Gaelic (Learners) (Writing)*,115.0,Female,2001,Standard_Grade
German (Writing)*,5446.0,Female,2001,Standard_Grade
Italian (Writing)*,338.0,Female,2001,Standard_Grade
Russian (Writing)*,6.0,Female,2001,Standard_Grade
Spanish (Writing)*,1183.0,Female,2001,Standard_Grade
Urdu (Writing)*,69.0,Female,2001,Standard_Grade
Classical Greek,1.0,Male,2006,Intermediate_2
English,8633.0,Male,2006,Intermediate_2
French,925.0,Male,2006,Intermediate_2
Gaelic (Learners),16.0,Male,2006,Intermediate_2
Gàidhlig,6.0,Male,2006,Intermediate_2
German,237.0,Male,2006,Intermediate_2
Italian,54.0,Male,2006,Intermediate_2
Latin,51.0,Male,2006,Intermediate_2
Russian,1.0,Male,2006,Intermediate_2
